DriverID,Points,ConstructorID,ConstructorName,TotalPoints,NumberOfDrivers,AveragePoints,NumberOfCollaborations
567,0.0,105,Maserati,0.0,436,0.0,1
567,0.0,124,Tec-Mec,0.0,1,0.0,1
568,0.0,105,Maserati,0.0,436,0.0,1
569,0.0,170,Cooper-Climax,0.0,268,0.0,1
570,0.0,170,Cooper-Climax,0.0,268,0.0,1
571,0.0,32,Team Lotus,0.0,871,0.0,1
572,0.0,95,Porsche,0.0,84,0.0,1
573,0.0,6,Ferrari,0.0,2140,0.0,1
573,0.0,168,Cooper-OSCA,0.0,1,0.0,1
574,0.0,169,Cooper-Borgward,0.0,3,0.0,1
575,0.0,125,Connaught,0.0,54,0.0,1
576,0.0,105,Maserati,0.0,436,0.0,1
577,33.0,6,Ferrari,45.0,2140,7.5,3
577,12.0,105,Maserati,45.0,436,7.5,3
578,113.64,6,Ferrari,127.64,2140,18.234285714285715,5
578,0.0,66,BRM,127.64,562,18.234285714285715,1
578,10.0,87,Cooper,127.64,103,18.234285714285715,1
578,4.0,105,Maserati,127.64,436,18.234285714285715,1
578,0.0,118,Vanwall,127.64,71,18.234285714285715,2
579,34.5,6,Ferrari,279.14,2140,34.8925,1
579,64.0,51,Alfa Romeo,279.14,244,34.8925,2
579,99.5,105,Maserati,279.14,436,34.8925,4
579,81.14,131,Mercedes,279.14,354,34.8925,2
580,6.0,105,Maserati,6.0,436,1.2,5
581,47.0,6,Ferrari,47.0,2140,6.714285714285714,3
581,0.0,105,Maserati,47.0,436,6.714285714285714,1
581,0.0,118,Vanwall,47.0,71,6.714285714285714,1
581,0.0,133,HWM,47.0,47,6.714285714285714,2
582,0.0,105,Maserati,0.0,436,0.0,1
583,1.5,105,Maserati,1.5,436,0.75,2
584,0.0,125,Connaught,0.0,54,0.0,1
585,0.0,99,Emeryson,0.0,11,0.0,1
585,0.0,125,Connaught,0.0,54,0.0,1
586,0.0,105,Maserati,0.0,436,0.0,2
586,0.0,127,OSCA,0.0,8,0.0,1
586,0.0,137,Arzani-Volpini,0.0,1,0.0,1
587,0.0,125,Connaught,0.0,54,0.0,1
588,0.0,105,Maserati,0.0,436,0.0,1
589,4.0,105,Maserati,4.0,436,0.6666666666666666,4
589,0.0,127,OSCA,4.0,8,0.6666666666666666,1
589,0.0,132,Lancia,4.0,11,0.6666666666666666,1
589,0.0,154,Talbot-Lago,4.0,82,0.6666666666666666,1
590,13.0,118,Vanwall,16.0,71,8.0,2
590,3.0,125,Connaught,16.0,54,8.0,1
591,6.0,108,Epperly,6.0,17,6.0,1
592,0.0,107,Watson,0.0,22,0.0,1
592,0.0,110,Lesovsky,0.0,15,0.0,1
592,0.0,113,Kurtis Kraft,0.0,226,0.0,2
592,0.0,136,Pankratz,0.0,2,0.0,2
593,12.0,113,Kurtis Kraft,12.0,226,1.3333333333333333,9
594,0.0,113,Kurtis Kraft,0.0,226,0.0,2
594,0.0,114,Kuzma,0.0,39,0.0,1
595,0.0,113,Kurtis Kraft,0.0,226,0.0,1
595,0.0,114,Kuzma,0.0,39,0.0,1
596,0.0,107,Watson,0.0,22,0.0,1
596,0.0,113,Kurtis Kraft,0.0,226,0.0,3
596,0.0,129,Stevens,0.0,10,0.0,1
597,0.0,113,Kurtis Kraft,0.0,226,0.0,5
598,0.0,113,Kurtis Kraft,0.0,226,0.0,1
599,0.0,114,Kuzma,0.0,39,0.0,1
600,0.0,87,Cooper,0.0,103,0.0,1
601,0.0,87,Cooper,0.0,103,0.0,2
602,0.0,87,Cooper,0.0,103,0.0,1
603,0.0,87,Cooper,0.0,103,0.0,1
604,0.0,87,Cooper,0.0,103,0.0,1
605,0.0,87,Cooper,0.0,103,0.0,1
606,4.0,6,Ferrari,4.0,2140,2.0,2
607,0.0,6,Ferrari,5.0,2140,1.6666666666666667,1
607,5.0,105,Maserati,5.0,436,1.6666666666666667,2
608,13.5,6,Ferrari,19.5,2140,6.5,3
608,6.0,132,Lancia,19.5,11,6.5,1
609,0.0,6,Ferrari,0.0,2140,0.0,1
609,0.0,105,Maserati,0.0,436,0.0,3
609,0.0,128,Gordini,0.0,102,0.0,1
609,0.0,131,Mercedes,0.0,354,0.0,1
609,0.0,141,Simca,0.0,29,0.0,1
610,0.0,66,BRM,0.0,562,0.0,1
610,0.0,87,Cooper,0.0,103,0.0,1
610,0.0,125,Connaught,0.0,54,0.0,1
611,8.0,108,Epperly,20.0,17,2.5,1
611,12.0,113,Kurtis Kraft,20.0,226,2.5,7
612,2.0,113,Kurtis Kraft,5.0,226,0.7142857142857143,6
612,0.0,129,Stevens,5.0,10,0.7142857142857143,1
612,0.0,134,Schroeder,5.0,8,0.7142857142857143,1
612,0.0,138,Nichels,5.0,4,0.7142857142857143,1
612,3.0,149,Sherman,5.0,2,0.7142857142857143,1
613,0.0,113,Kurtis Kraft,0.0,226,0.0,3
614,0.0,113,Kurtis Kraft,0.0,226,0.0,1
615,1.5,113,Kurtis Kraft,1.5,226,0.1875,8
616,0.0,113,Kurtis Kraft,0.0,226,0.0,1
617,0.0,87,Cooper,0.0,103,0.0,1
618,0.0,66,BRM,0.0,562,0.0,1
619,0.0,87,Cooper,0.0,103,0.0,4
619,0.0,151,ERA,0.0,13,0.0,2
620,3.33,6,Ferrari,3.33,2140,0.666,3
620,0.0,95,Porsche,3.33,84,0.666,1
620,0.0,105,Maserati,3.33,436,0.666,1
621,0.0,87,Cooper,0.0,103,0.0,1
622,0.0,6,Ferrari,1.5,2140,0.375,1
622,1.5,105,Maserati,1.5,436,0.375,3
623,0.0,105,Maserati,0.0,436,0.0,2
624,0.0,105,Maserati,2.0,436,1.0,1
624,2.0,128,Gordini,2.0,102,1.0,2
625,0.0,127,OSCA,2.0,8,0.4,2
625,2.0,128,Gordini,2.0,102,0.4,3
626,4.0,6,Ferrari,16.0,2140,2.2857142857142856,1
626,9.0,128,Gordini,16.0,102,2.2857142857142856,4
626,3.0,141,Simca,16.0,29,2.2857142857142856,2
627,0.0,6,Ferrari,18.0,2140,2.5714285714285716,3
627,2.0,105,Maserati,18.0,436,2.5714285714285716,3
627,16.0,154,Talbot-Lago,18.0,82,2.5714285714285716,2
628,8.0,113,Kurtis Kraft,8.0,226,1.6,3
628,0.0,114,Kuzma,8.0,39,1.6,2
629,0.0,113,Kurtis Kraft,0.0,226,0.0,2
629,0.0,129,Stevens,0.0,10,0.0,1
630,0.0,113,Kurtis Kraft,0.0,226,0.0,3
630,0.0,134,Schroeder,0.0,8,0.0,1
631,0.0,113,Kurtis Kraft,0.0,226,0.0,1
631,0.0,134,Schroeder,0.0,8,0.0,1
632,9.0,6,Ferrari,11.0,2140,2.2,2
632,0.0,128,Gordini,11.0,102,2.2,1
632,2.0,133,HWM,11.0,47,2.2,2
632,0.0,141,Simca,11.0,29,2.2,1
633,43.0,6,Ferrari,49.0,2140,7.0,5
633,4.0,105,Maserati,49.0,436,7.0,2
633,2.0,132,Lancia,49.0,11,7.0,2
634,0.0,125,Connaught,0.0,54,0.0,1
635,0.0,118,Vanwall,0.0,71,0.0,1
636,0.0,125,Connaught,0.0,54,0.0,1
637,0.0,125,Connaught,0.0,54,0.0,1
638,0.0,105,Maserati,0.0,436,0.0,3
639,0.0,128,Gordini,0.0,102,0.0,1
640,2.0,51,Alfa Romeo,9.0,244,1.5,1
640,7.0,105,Maserati,9.0,436,1.5,6
641,32.0,6,Ferrari,41.0,2140,6.833333333333333,4
641,0.0,51,Alfa Romeo,41.0,244,6.833333333333333,1
641,0.0,118,Vanwall,41.0,71,6.833333333333333,1
641,9.0,131,Mercedes,41.0,354,6.833333333333333,1
642,75.33,6,Ferrari,127.33,2140,21.221666666666668,4
642,52.0,51,Alfa Romeo,127.33,244,21.221666666666668,2
643,13.0,105,Maserati,13.0,436,4.333333333333333,2
643,0.0,128,Gordini,13.0,102,4.333333333333333,1
644,4.0,105,Maserati,4.0,436,1.3333333333333333,3
645,0.0,105,Maserati,0.0,436,0.0,1
645,0.0,128,Gordini,0.0,102,0.0,1
646,0.0,128,Gordini,0.0,102,0.0,1
647,136.0,6,Ferrari,140.0,2140,23.333333333333332,5
647,3.0,51,Alfa Romeo,140.0,244,23.333333333333332,1
647,0.0,105,Maserati,140.0,436,23.333333333333332,1
647,1.0,132,Lancia,140.0,11,23.333333333333332,2
648,17.0,131,Mercedes,17.0,354,8.5,2
649,0.0,128,Gordini,0.0,102,0.0,1
649,0.0,141,Simca,0.0,29,0.0,1
650,0.0,128,Gordini,0.0,102,0.0,2
651,0.0,105,Maserati,0.0,436,0.0,1
651,0.0,133,HWM,0.0,47,0.0,3
652,0.0,133,HWM,0.0,47,0.0,1
653,4.0,113,Kurtis Kraft,4.0,226,0.8,3
653,0.0,116,Ewing,4.0,3,0.8,1
653,0.0,135,Pawl,4.0,4,0.8,1
654,1.0,113,Kurtis Kraft,1.0,226,0.2,3
654,0.0,114,Kuzma,1.0,39,0.2,2
655,0.0,113,Kurtis Kraft,0.0,226,0.0,2
655,0.0,129,Stevens,0.0,10,0.0,1
656,8.0,113,Kurtis Kraft,8.0,226,2.0,4
657,0.0,111,Trevis,19.0,6,3.8,1
657,19.0,113,Kurtis Kraft,19.0,226,3.8,4
658,9.0,113,Kurtis Kraft,9.0,226,1.5,6
659,0.0,113,Kurtis Kraft,0.0,226,0.0,3
659,0.0,129,Stevens,0.0,10,0.0,1
660,0.0,6,Ferrari,0.0,2140,0.0,1
660,0.0,105,Maserati,0.0,436,0.0,2
660,0.0,125,Connaught,0.0,54,0.0,1
660,0.0,128,Gordini,0.0,102,0.0,1
660,0.0,133,HWM,0.0,47,0.0,1
660,0.0,141,Simca,0.0,29,0.0,1
660,0.0,154,Talbot-Lago,0.0,82,0.0,2
661,0.0,66,BRM,0.0,562,0.0,1
661,0.0,105,Maserati,0.0,436,0.0,1
661,0.0,125,Connaught,0.0,54,0.0,1
661,0.0,151,ERA,0.0,13,0.0,1
662,0.0,128,Gordini,0.0,102,0.0,1
663,0.0,87,Cooper,3.0,103,0.75,2
663,0.0,105,Maserati,3.0,436,0.75,1
663,0.0,118,Vanwall,3.0,71,0.75,1
663,3.0,148,Frazer Nash,3.0,4,0.75,1
664,0.0,125,Connaught,0.0,54,0.0,3
665,0.0,125,Connaught,0.0,54,0.0,2
666,0.0,125,Connaught,0.0,54,0.0,2
666,0.0,151,ERA,0.0,13,0.0,1
667,0.0,105,Maserati,0.0,436,0.0,1
667,0.0,133,HWM,0.0,47,0.0,1
668,0.0,128,Gordini,0.0,102,0.0,1
669,8.0,105,Maserati,8.0,436,1.6,4
669,0.0,125,Connaught,8.0,54,1.6,1
669,0.0,128,Gordini,8.0,102,1.6,1
669,0.0,141,Simca,8.0,29,1.6,1
670,8.14,105,Maserati,8.14,436,2.7133333333333334,3
671,0.0,128,Gordini,0.0,102,0.0,1
672,0.0,105,Maserati,0.0,436,0.0,1
673,8.0,113,Kurtis Kraft,8.0,226,2.6666666666666665,2
673,0.0,142,Turner,8.0,1,2.6666666666666665,1
674,0.0,113,Kurtis Kraft,0.0,226,0.0,1
675,0.0,110,Lesovsky,2.0,15,0.5,1
675,2.0,113,Kurtis Kraft,2.0,226,0.5,1
675,0.0,114,Kuzma,2.0,39,0.5,2
676,0.0,113,Kurtis Kraft,0.0,226,0.0,1
677,0.0,105,Maserati,0.0,436,0.0,1
677,0.0,113,Kurtis Kraft,0.0,226,0.0,1
677,0.0,139,Bromme,0.0,5,0.0,2
678,0.0,134,Schroeder,0.0,8,0.0,1
679,0.0,113,Kurtis Kraft,0.0,226,0.0,1
679,0.0,129,Stevens,0.0,10,0.0,1
680,0.0,6,Ferrari,0.0,2140,0.0,2
680,0.0,154,Talbot-Lago,0.0,82,0.0,1
681,0.0,128,Gordini,0.0,102,0.0,1
681,0.0,141,Simca,0.0,29,0.0,1
682,0.0,125,Connaught,0.0,54,0.0,1
683,0.0,125,Connaught,0.0,54,0.0,1
684,0.0,125,Connaught,0.0,54,0.0,1
685,0.0,125,Connaught,0.0,54,0.0,1
686,3.0,6,Ferrari,9.0,2140,2.25,2
686,4.0,51,Alfa Romeo,9.0,244,2.25,1
686,2.0,66,BRM,9.0,562,2.25,1
686,0.0,87,Cooper,9.0,103,2.25,1
686,0.0,105,Maserati,9.0,436,2.25,1
687,4.0,6,Ferrari,4.0,2140,0.8,3
687,0.0,87,Cooper,4.0,103,0.8,2
687,0.0,126,Alta,4.0,6,0.8,1
688,0.0,87,Cooper,0.0,103,0.0,2
689,2.0,87,Cooper,2.0,103,0.6666666666666666,3
690,0.0,87,Cooper,0.0,103,0.0,2
691,2.0,105,Maserati,2.0,436,1.0,1
691,0.0,131,Mercedes,2.0,354,1.0,1
692,0.0,140,Klenk,0.0,1,0.0,1
692,0.0,144,Veritas,0.0,18,0.0,2
693,0.0,128,Gordini,0.0,102,0.0,2
694,0.0,105,Maserati,0.0,436,0.0,1
695,2.0,105,Maserati,2.0,436,2.0,1
696,0.0,87,Cooper,0.0,103,0.0,1
697,7.0,51,Alfa Romeo,17.5,244,4.375,1
697,10.5,105,Maserati,17.5,436,4.375,3
697,0.0,163,Milano,17.5,1,4.375,1
698,0.0,87,Cooper,0.0,103,0.0,1
699,0.0,113,Kurtis Kraft,0.0,226,0.0,3
700,0.0,113,Kurtis Kraft,0.0,226,0.0,2
701,0.0,113,Kurtis Kraft,6.0,226,3.0,1
701,6.0,150,Deidt,6.0,8,3.0,1
702,0.0,113,Kurtis Kraft,0.0,226,0.0,2
702,0.0,129,Stevens,0.0,10,0.0,1
702,0.0,134,Schroeder,0.0,8,0.0,1
702,0.0,139,Bromme,0.0,5,0.0,1
703,0.0,144,Veritas,0.0,18,0.0,2
704,0.0,133,HWM,5.0,47,1.25,2
704,5.0,154,Talbot-Lago,5.0,82,1.25,2
705,0.0,87,Cooper,0.0,103,0.0,1
705,0.0,148,Frazer Nash,0.0,4,0.0,1
706,0.0,87,Cooper,0.0,103,0.0,1
707,0.0,125,Connaught,0.0,54,0.0,1
708,0.0,133,HWM,0.0,47,0.0,2
708,0.0,154,Talbot-Lago,0.0,82,0.0,1
709,0.0,145,BMW,0.0,6,0.0,2
710,0.0,145,BMW,0.0,6,0.0,2
711,0.0,144,Veritas,0.0,18,0.0,1
712,0.0,144,Veritas,0.0,18,0.0,1
712,0.0,147,AFM,0.0,7,0.0,1
713,0.0,147,AFM,0.0,7,0.0,1
714,0.0,6,Ferrari,0.0,2140,0.0,1
715,0.0,145,BMW,0.0,6,0.0,1
715,0.0,147,AFM,0.0,7,0.0,1
716,0.0,144,Veritas,0.0,18,0.0,1
717,0.0,6,Ferrari,0.0,2140,0.0,1
717,0.0,147,AFM,0.0,7,0.0,2
718,0.0,144,Veritas,0.0,18,0.0,1
719,0.0,133,HWM,0.0,47,0.0,1
720,0.0,6,Ferrari,0.0,2140,0.0,1
720,0.0,141,Simca,0.0,29,0.0,1
721,0.0,6,Ferrari,0.0,2140,0.0,2
721,0.0,144,Veritas,0.0,18,0.0,1
722,0.0,6,Ferrari,0.0,2140,0.0,2
723,10.0,6,Ferrari,10.0,2140,5.0,2
724,0.0,144,Veritas,0.0,18,0.0,1
725,0.0,133,HWM,0.0,47,0.0,2
726,0.0,110,Lesovsky,0.0,15,0.0,2
726,0.0,113,Kurtis Kraft,0.0,226,0.0,1
727,0.0,107,Watson,0.0,22,0.0,1
728,0.0,107,Watson,0.0,22,0.0,1
728,0.0,113,Kurtis Kraft,0.0,226,0.0,1
729,0.0,113,Kurtis Kraft,0.0,226,0.0,1
729,0.0,129,Stevens,0.0,10,0.0,1
729,0.0,162,Snowberger,0.0,1,0.0,1
730,0.0,113,Kurtis Kraft,0.0,226,0.0,1
730,0.0,134,Schroeder,0.0,8,0.0,1
730,0.0,149,Sherman,0.0,2,0.0,1
731,0.0,105,Maserati,0.0,436,0.0,1
731,0.0,110,Lesovsky,0.0,15,0.0,1
731,0.0,119,Moore,0.0,3,0.0,1
732,0.0,105,Maserati,0.0,436,0.0,1
732,0.0,113,Kurtis Kraft,0.0,226,0.0,2
733,0.0,113,Kurtis Kraft,0.0,226,0.0,2
734,0.0,129,Stevens,2.0,10,1.0,1
734,2.0,134,Schroeder,2.0,8,1.0,1
735,0.0,6,Ferrari,0.0,2140,0.0,1
736,0.0,6,Ferrari,0.0,2140,0.0,1
736,0.0,133,HWM,0.0,47,0.0,1
737,0.0,141,Simca,0.0,29,0.0,1
738,0.0,133,HWM,0.0,47,0.0,1
739,0.0,152,Aston Butterworth,0.0,4,0.0,1
740,0.0,6,Ferrari,0.0,2140,0.0,1
740,0.0,105,Maserati,0.0,436,0.0,1
741,0.0,105,Maserati,3.0,436,1.0,1
741,3.0,154,Talbot-Lago,3.0,82,1.0,2
742,3.0,125,Connaught,3.0,54,3.0,1
743,2.0,125,Connaught,2.0,54,2.0,1
744,0.0,125,Connaught,0.0,54,0.0,1
745,0.0,126,Alta,0.0,6,0.0,1
746,0.0,105,Maserati,0.0,436,0.0,1
747,0.0,87,Cooper,0.0,103,0.0,1
747,0.0,105,Maserati,0.0,436,0.0,2
748,0.0,105,Maserati,0.0,436,0.0,1
749,0.0,152,Aston Butterworth,0.0,4,0.0,1
750,0.0,144,Veritas,0.0,18,0.0,1
751,0.0,144,Veritas,0.0,18,0.0,1
752,0.0,147,AFM,0.0,7,0.0,1
753,0.0,144,Veritas,0.0,18,0.0,1
754,0.0,145,BMW,0.0,6,0.0,1
755,0.0,6,Ferrari,0.0,2140,0.0,1
756,0.0,51,Alfa Romeo,0.0,244,0.0,1
756,0.0,105,Maserati,0.0,436,0.0,1
756,0.0,144,Veritas,0.0,18,0.0,1
757,0.0,144,Veritas,0.0,18,0.0,1
758,0.0,133,HWM,0.0,47,0.0,1
759,0.0,105,Maserati,0.0,436,0.0,1
760,0.0,153,Cisitalia,0.0,1,0.0,1
761,0.0,105,Maserati,0.0,436,0.0,1
762,0.0,105,Maserati,0.0,436,0.0,2
762,0.0,127,OSCA,0.0,8,0.0,1
763,3.0,51,Alfa Romeo,3.0,244,1.5,2
764,0.0,154,Talbot-Lago,0.0,82,0.0,2
765,0.0,154,Talbot-Lago,0.0,82,0.0,2
766,9.0,113,Kurtis Kraft,9.0,226,4.5,1
766,0.0,119,Moore,9.0,3,4.5,1
767,0.0,113,Kurtis Kraft,0.0,226,0.0,1
768,4.0,150,Deidt,4.0,8,2.0,2
769,0.0,155,Hall,0.0,1,0.0,1
770,3.0,113,Kurtis Kraft,3.0,226,1.5,2
771,0.0,113,Kurtis Kraft,0.0,226,0.0,2
772,0.0,113,Kurtis Kraft,0.0,226,0.0,1
772,0.0,150,Deidt,0.0,8,0.0,1
773,0.0,154,Talbot-Lago,0.0,82,0.0,2
774,1.0,154,Talbot-Lago,1.0,82,0.5,2
775,0.0,141,Simca,0.0,29,0.0,1
776,0.0,126,Alta,0.0,6,0.0,2
777,0.0,105,Maserati,0.0,436,0.0,1
778,0.0,105,Maserati,0.0,436,0.0,1
778,0.0,151,ERA,0.0,13,0.0,1
779,0.0,105,Maserati,0.0,436,0.0,1
780,0.0,105,Maserati,0.0,436,0.0,2
781,0.0,66,BRM,0.0,562,0.0,1
782,0.0,105,Maserati,0.0,436,0.0,1
783,0.0,154,Talbot-Lago,0.0,82,0.0,1
784,0.0,105,Maserati,0.0,436,0.0,1
785,0.0,126,Alta,0.0,6,0.0,1
786,32.0,51,Alfa Romeo,32.0,244,16.0,2
787,0.0,151,ERA,0.0,13,0.0,1
788,0.0,105,Maserati,0.0,436,0.0,1
789,0.0,154,Talbot-Lago,0.0,82,0.0,1
790,0.0,151,ERA,0.0,13,0.0,1
791,0.0,6,Ferrari,0.0,2140,0.0,1
792,0.0,105,Maserati,0.0,436,0.0,1
793,3.0,6,Ferrari,3.0,2140,3.0,1
793,0.0,154,Talbot-Lago,3.0,82,3.0,1
794,1.0,113,Kurtis Kraft,1.0,226,1.0,1
795,0.0,156,Marchese,0.0,2,0.0,1
796,0.0,158,Rae,0.0,1,0.0,1
797,0.0,113,Kurtis Kraft,0.0,226,0.0,1
797,0.0,159,Olson,0.0,1,0.0,1
798,0.0,161,Adams,0.0,2,0.0,1
799,0.0,113,Kurtis Kraft,0.0,226,0.0,2
800,0.0,105,Maserati,0.0,436,0.0,1
801,0.0,154,Talbot-Lago,0.0,82,0.0,1
802,3.0,6,Ferrari,3.0,2140,3.0,1
803,0.0,161,Adams,0.0,2,0.0,1
804,0.0,113,Kurtis Kraft,0.0,226,0.0,1
805,0.0,139,Bromme,0.0,5,0.0,1
806,0.0,105,Maserati,0.0,436,0.0,1
807,22.0,3,Williams,405.0,1379,57.857142857142854,1
807,43.0,4,Renault,405.0,669,57.857142857142854,1
807,289.0,10,Force India,405.0,382,57.857142857142854,4
807,51.0,15,Sauber,405.0,747,57.857142857142854,1
808,64.0,4,Renault,64.0,669,21.333333333333332,2
808,0.0,207,Caterham,64.0,112,21.333333333333332,1
810,0.0,166,Virgin,0.0,76,0.0,1
811,31.0,3,Williams,33.0,1379,11.0,1
811,2.0,4,Renault,33.0,669,11.0,1
811,0.0,164,HRT,33.0,116,11.0,1
812,0.0,164,HRT,0.0,116,0.0,1
812,0.0,205,Lotus,0.0,76,0.0,1
813,47.0,3,Williams,76.0,1379,15.2,3
813,29.0,208,Lotus F1,76.0,154,15.2,2
814,0.0,3,Williams,121.0,1379,30.25,1
814,121.0,10,Force India,121.0,382,30.25,3
815,49.0,1,McLaren,467.0,1625,66.71428571428571,1
815,338.0,10,Force India,467.0,382,66.71428571428571,4
815,80.0,15,Sauber,467.0,747,66.71428571428571,2
816,0.0,166,Virgin,0.0,76,0.0,1
816,0.0,208,Lotus F1,0.0,154,0.0,1
817,30.0,5,Toro Rosso,816.0,452,116.57142857142857,2
817,786.0,9,Red Bull,816.0,490,116.57142857142857,4
817,0.0,164,HRT,816.0,116,116.57142857142857,1
818,51.0,5,Toro Rosso,51.0,452,17.0,3
819,0.0,206,Marussia,0.0,109,0.0,1
819,0.0,207,Caterham,0.0,112,0.0,1
820,0.0,206,Marussia,0.0,109,0.0,2
821,6.0,15,Sauber,6.0,747,2.0,2
821,0.0,210,Haas F1 Team,6.0,82,2.0,1
822,411.0,3,Williams,716.0,1379,143.2,4
822,305.0,131,Mercedes,716.0,354,143.2,1
823,0.0,207,Caterham,0.0,112,0.0,1
824,2.0,206,Marussia,2.0,109,1.0,2
825,55.0,1,McLaren,81.0,1625,20.25,2
825,7.0,4,Renault,81.0,669,20.25,1
825,19.0,210,Haas F1 Team,81.0,82,20.25,1
826,17.0,5,Toro Rosso,133.0,452,33.25,3
826,116.0,9,Red Bull,133.0,490,33.25,2
827,0.0,207,Caterham,0.0,112,0.0,1
828,9.0,15,Sauber,9.0,747,2.25,3
828,0.0,207,Caterham,9.0,112,2.25,1
829,0.0,207,Caterham,0.0,112,0.0,1
829,0.0,209,Manor Marussia,0.0,78,0.0,1
830,62.0,5,Toro Rosso,421.0,452,140.33333333333334,2
830,359.0,9,Red Bull,421.0,490,140.33333333333334,2
831,29.0,15,Sauber,29.0,747,14.5,2
832,6.0,4,Renault,118.0,669,39.333333333333336,1
832,112.0,5,Toro Rosso,118.0,452,39.333333333333336,3
833,0.0,209,Manor Marussia,0.0,78,0.0,1
834,0.0,209,Manor Marussia,0.0,78,0.0,1
835,9.0,4,Renault,9.0,669,4.5,2
836,5.0,15,Sauber,6.0,747,3.0,1
836,1.0,209,Manor Marussia,6.0,78,3.0,1
837,0.0,209,Manor Marussia,0.0,78,0.0,1
838,14.0,1,McLaren,14.0,1625,7.0,2
839,87.0,10,Force India,87.0,382,43.5,1
839,0.0,209,Manor Marussia,87.0,78,43.5,1
840,40.0,3,Williams,40.0,1379,40.0,1
841,0.0,15,Sauber,0.0,747,0.0,1
842,0.0,5,Toro Rosso,0.0,452,0.0,1
843,0.0,5,Toro Rosso,0.0,452,0.0,1
