DriverID,Points,ConstructorID,TotalPoints,NumberOfDrivers,AveragePoints,NumberOfCollaborations
158,0.0,45,70.0,252,6.363636363636363,1
158,3.0,51,70.0,244,6.363636363636363,2
158,0.0,55,70.0,64,6.363636363636363,1
158,0.0,64,70.0,97,6.363636363636363,1
159,1.0,18,1.0,672,0.5,2
160,0.0,27,2.0,611,0.25,1
160,2.0,45,2.0,252,0.25,6
160,0.0,49,2.0,133,0.25,1
160,0.0,53,2.0,131,0.25,1
161,0.0,48,0.0,48,0.0,1
162,0.0,33,0.0,216,0.0,1
162,0.0,42,0.0,81,0.0,1
162,0.0,48,0.0,48,0.0,1
163,85.0,4,181.0,669,15.083333333333334,4
163,79.0,6,181.0,2140,15.083333333333334,3
163,17.0,27,181.0,611,15.083333333333334,4
163,0.0,63,181.0,260,15.083333333333334,1
163,0.0,65,181.0,8,15.083333333333334,1
164,0.0,39,0.0,123,0.0,1
165,0.0,44,0.0,76,0.0,2
166,0.0,4,11.0,669,2.2,1
166,7.0,25,11.0,881,2.2,3
166,4.0,27,11.0,611,2.2,1
166,0.0,39,11.0,123,2.2,1
167,0.0,18,0.0,672,0.0,2
168,0.0,3,0.0,1379,0.0,1
168,0.0,50,0.0,71,0.0,1
169,0.0,39,0.0,123,0.0,1
170,14.0,22,23.0,520,4.6,2
170,9.0,34,23.0,662,4.6,1
170,0.0,53,23.0,131,4.6,2
171,0.0,45,0.0,252,0.0,1
172,22.0,3,228.0,1379,17.53846153846154,3
172,206.0,27,228.0,611,17.53846153846154,9
172,0.0,80,228.0,55,17.53846153846154,1
173,119.0,32,122.0,871,15.25,6
173,0.0,34,122.0,662,15.25,1
173,3.0,58,122.0,211,15.25,1
174,3.0,32,3.0,871,3.0,1
175,8.0,1,103.0,1625,11.444444444444445,2
175,22.0,4,103.0,669,11.444444444444445,2
175,65.0,6,103.0,2140,11.444444444444445,2
175,2.0,26,103.0,165,11.444444444444445,1
175,0.0,27,103.0,611,11.444444444444445,1
175,1.0,55,103.0,64,11.444444444444445,1
175,5.0,57,103.0,154,11.444444444444445,1
175,0.0,63,103.0,260,11.444444444444445,1
176,8.0,21,17.0,590,2.125,4
176,5.0,34,17.0,662,2.125,1
176,0.0,54,17.0,162,2.125,1
176,0.0,55,17.0,64,2.125,1
176,4.0,57,17.0,154,2.125,2
177,22.0,1,159.5,1625,17.72222222222222,1
177,131.5,3,159.5,1379,17.72222222222222,4
177,0.0,54,159.5,162,17.72222222222222,1
177,0.0,55,159.5,64,17.72222222222222,1
177,6.0,56,159.5,155,17.72222222222222,2
177,0.0,59,159.5,79,17.72222222222222,2
178,171.0,3,206.0,1379,20.6,4
178,0.0,21,206.0,590,20.6,1
178,4.0,26,206.0,165,20.6,2
178,22.0,58,206.0,211,20.6,1
178,7.0,63,206.0,260,20.6,1
178,0.0,64,206.0,97,20.6,1
178,2.0,75,206.0,19,20.6,1
179,0.0,45,0.0,252,0.0,1
179,0.0,49,0.0,133,0.0,1
179,0.0,52,0.0,25,0.0,1
180,0.0,45,0.0,252,0.0,1
181,0.0,21,2.0,590,0.4,1
181,0.0,34,2.0,662,0.4,1
181,0.0,50,2.0,71,0.4,1
181,2.0,54,2.0,162,0.4,3
182,128.0,1,420.5,1625,32.34615384615385,4
182,242.5,6,420.5,2140,32.34615384615385,4
182,44.0,34,420.5,662,32.34615384615385,1
182,0.0,37,420.5,524,32.34615384615385,1
182,2.0,66,420.5,562,32.34615384615385,1
182,0.0,182,420.5,58,32.34615384615385,1
182,0.0,200,420.5,43,32.34615384615385,1
182,4.0,204,420.5,59,32.34615384615385,1
183,0.0,4,0.0,669,0.0,1
183,0.0,27,0.0,611,0.0,1
183,0.0,34,0.0,662,0.0,1
184,2.0,21,5.0,590,1.25,1
184,3.0,51,5.0,244,1.25,1
184,0.0,52,5.0,25,1.25,2
185,4.0,25,4.0,881,2.0,2
186,0.0,50,0.0,71,0.0,2
187,109.0,1,169.0,1625,14.083333333333334,6
187,0.0,32,169.0,871,14.083333333333334,1
187,40.0,34,169.0,662,14.083333333333334,4
187,0.0,63,169.0,260,14.083333333333334,1
187,20.0,67,169.0,46,14.083333333333334,2
188,0.0,53,1.0,131,0.5,1
188,1.0,55,1.0,64,0.5,1
189,0.0,45,0.0,252,0.0,1
190,0.0,34,0.0,662,0.0,1
190,0.0,45,0.0,252,0.0,1
191,0.0,21,0.0,590,0.0,1
191,0.0,25,0.0,881,0.0,2
191,0.0,50,0.0,71,0.0,1
192,0.0,21,1.0,590,0.3333333333333333,1
192,1.0,56,1.0,155,0.3333333333333333,2
193,2.0,25,2.0,881,2.0,1
194,0.0,37,3.0,524,1.0,1
194,0.0,45,3.0,252,1.0,1
194,0.0,50,3.0,71,1.0,1
194,2.0,54,3.0,162,1.0,1
194,1.0,57,3.0,154,1.0,1
195,0.0,55,0.0,64,0.0,1
195,0.0,57,0.0,154,0.0,1
196,0.0,27,0.0,611,0.0,1
196,0.0,37,0.0,524,0.0,1
197,20.0,25,31.5,881,2.625,2
197,0.0,27,31.5,611,2.625,3
197,0.0,32,31.5,871,2.625,1
197,0.0,37,31.5,524,2.625,1
197,3.0,45,31.5,252,2.625,2
197,0.0,54,31.5,162,2.625,1
197,6.0,58,31.5,211,2.625,3
197,1.0,67,31.5,46,2.625,1
197,0.0,200,31.5,43,2.625,1
197,1.5,202,31.5,26,2.625,1
197,0.0,203,31.5,2,2.625,1
198,0.0,21,0.0,590,0.0,1
198,0.0,50,0.0,71,0.0,1
199,104.0,3,310.0,1379,28.181818181818183,3
199,90.0,6,310.0,2140,28.181818181818183,3
199,25.0,32,310.0,871,28.181818181818183,1
199,88.0,34,310.0,662,28.181818181818183,4
199,3.0,204,310.0,59,28.181818181818183,1
200,64.0,1,71.0,1625,7.888888888888889,4
200,7.0,21,71.0,590,7.888888888888889,2
200,0.0,37,71.0,524,7.888888888888889,1
200,0.0,54,71.0,162,7.888888888888889,1
200,0.0,63,71.0,260,7.888888888888889,2
201,0.0,25,1.0,881,0.5,1
201,1.0,54,1.0,162,0.5,1
202,48.0,6,101.0,2140,20.2,2
202,21.0,25,101.0,881,20.2,2
202,32.0,27,101.0,611,20.2,1
203,0.0,1,107.0,1625,17.833333333333332,1
203,107.0,6,107.0,2140,17.833333333333332,6
204,0.0,45,0.0,252,0.0,1
205,0.0,21,0.0,590,0.0,1
205,0.0,25,0.0,881,0.0,1
205,0.0,32,0.0,871,0.0,1
205,0.0,37,0.0,524,0.0,1
205,0.0,53,0.0,131,0.0,1
205,0.0,70,0.0,8,0.0,1
206,8.0,3,15.0,1379,3.0,1
206,6.0,25,15.0,881,3.0,2
206,0.0,37,15.0,524,3.0,1
206,0.0,55,15.0,64,3.0,1
206,1.0,57,15.0,154,3.0,2
206,0.0,64,15.0,97,3.0,1
207,0.0,3,180.0,1379,12.857142857142858,1
207,20.0,6,180.0,2140,12.857142857142858,3
207,147.0,32,180.0,871,12.857142857142858,5
207,4.0,37,180.0,524,12.857142857142858,1
207,3.0,51,180.0,244,12.857142857142858,1
207,6.0,73,180.0,16,12.857142857142858,3
207,0.0,180,180.0,128,12.857142857142858,2
208,0.0,1,0.0,1625,0.0,2
208,0.0,37,0.0,524,0.0,1
208,0.0,182,0.0,58,0.0,1
209,0.0,3,0.0,1379,0.0,1
209,0.0,25,0.0,881,0.0,1
209,0.0,32,0.0,871,0.0,1
209,0.0,55,0.0,64,0.0,1
209,0.0,57,0.0,154,0.0,2
209,0.0,58,0.0,211,0.0,1
210,0.0,55,0.0,64,0.0,1
211,0.0,3,0.0,1379,0.0,1
211,0.0,37,0.0,524,0.0,1
211,0.0,63,0.0,260,0.0,1
211,0.0,64,0.0,97,0.0,1
212,1.0,32,13.0,871,2.6,2
212,12.0,34,13.0,662,2.6,2
212,0.0,62,13.0,3,2.6,1
212,0.0,64,13.0,97,2.6,1
213,0.0,45,0.0,252,0.0,1
213,0.0,63,0.0,260,0.0,1
214,0.0,3,0.0,1379,0.0,1
214,0.0,25,0.0,881,0.0,1
215,0.0,45,0.0,252,0.0,1
216,0.0,21,0.0,590,0.0,1
217,0.0,25,0.0,881,0.0,1
217,0.0,34,0.0,662,0.0,1
217,0.0,182,0.0,58,0.0,1
218,0.0,57,0.0,154,0.0,1
219,21.0,4,21.0,669,3.0,4
219,0.0,25,21.0,881,3.0,1
219,0.0,27,21.0,611,3.0,1
219,0.0,63,21.0,260,3.0,1
219,0.0,80,21.0,55,3.0,1
220,0.0,34,0.0,662,0.0,1
220,0.0,45,0.0,252,0.0,1
221,119.0,25,141.0,881,17.625,6
221,22.0,27,141.0,611,17.625,1
221,0.0,51,141.0,244,17.625,1
222,0.0,1,255.0,1625,28.333333333333332,2
222,62.0,6,255.0,2140,28.333333333333332,2
222,114.0,25,255.0,881,28.333333333333332,3
222,79.0,59,255.0,79,28.333333333333332,2
223,32.0,3,212.0,1379,19.272727272727273,1
223,169.0,6,212.0,2140,19.272727272727273,6
223,5.0,57,212.0,154,19.272727272727273,2
223,4.0,58,212.0,211,19.272727272727273,1
223,2.0,66,212.0,562,19.272727272727273,1
224,100.0,1,281.0,1625,25.545454545454547,2
224,128.0,32,281.0,871,25.545454545454547,3
224,37.0,56,281.0,155,25.545454545454547,5
224,16.0,180,281.0,128,25.545454545454547,1
224,0.0,201,281.0,3,25.545454545454547,1
225,0.0,58,0.0,211,0.0,1
226,0.0,1,0.0,1625,0.0,1
227,0.0,57,0.0,154,0.0,1
228,0.0,3,0.0,1379,0.0,1
229,0.0,54,0.0,162,0.0,2
229,0.0,57,0.0,154,0.0,1
229,0.0,64,0.0,97,0.0,3
230,8.5,37,15.5,524,2.2142857142857144,3
230,0.0,51,15.5,244,2.2142857142857144,2
230,7.0,63,15.5,260,2.2142857142857144,2
231,117.0,1,179.0,1625,25.571428571428573,3
231,14.0,37,179.0,524,25.571428571428573,2
231,0.0,59,179.0,79,25.571428571428573,1
231,48.0,64,179.0,97,25.571428571428573,2
232,0.0,3,11.0,1379,1.375,1
232,7.0,6,11.0,2140,1.375,2
232,0.0,37,11.0,524,1.375,2
232,0.0,56,11.0,155,1.375,1
232,0.0,58,11.0,211,1.375,1
232,0.0,59,11.0,79,1.375,1
232,0.0,60,11.0,32,1.375,2
232,4.0,80,11.0,55,1.375,1
233,12.0,34,29.0,662,4.833333333333333,1
233,13.0,37,29.0,524,4.833333333333333,4
233,2.0,54,29.0,162,4.833333333333333,1
233,2.0,58,29.0,211,4.833333333333333,1
234,0.0,60,0.0,32,0.0,1
234,0.0,61,0.0,2,0.0,1
235,4.0,1,181.0,1625,13.923076923076923,1
235,121.0,6,181.0,2140,13.923076923076923,5
235,3.0,27,181.0,611,13.923076923076923,1
235,15.0,32,181.0,871,13.923076923076923,2
235,0.0,57,181.0,154,13.923076923076923,3
235,0.0,59,181.0,79,13.923076923076923,1
235,0.0,80,181.0,55,13.923076923076923,1
235,0.0,82,181.0,71,13.923076923076923,1
235,1.0,167,181.0,134,13.923076923076923,1
235,37.0,182,181.0,58,13.923076923076923,1
236,0.0,57,0.0,154,0.0,1
237,0.0,37,0.0,524,0.0,1
237,0.0,56,0.0,155,0.0,1
237,0.0,64,0.0,97,0.0,1
238,7.0,25,206.0,881,22.88888888888889,1
238,144.0,32,206.0,871,22.88888888888889,5
238,22.0,37,206.0,524,22.88888888888889,3
238,0.0,199,206.0,9,22.88888888888889,1
238,33.0,200,206.0,43,22.88888888888889,1
239,0.0,1,0.0,1625,0.0,2
239,0.0,37,0.0,524,0.0,1
239,0.0,57,0.0,154,0.0,1
239,0.0,63,0.0,260,0.0,1
239,0.0,64,0.0,97,0.0,1
240,0.0,57,0.0,154,0.0,1
240,0.0,58,0.0,211,0.0,1
240,0.0,67,0.0,46,0.0,1
241,0.0,57,0.0,154,0.0,1
241,0.0,63,0.0,260,0.0,1
242,0.0,63,0.0,260,0.0,1
242,0.0,64,0.0,97,0.0,1
243,0.0,21,14.0,590,1.75,1
243,0.0,26,14.0,165,1.75,2
243,10.0,34,14.0,662,1.75,2
243,0.0,37,14.0,524,1.75,1
243,3.0,63,14.0,260,1.75,1
243,0.0,64,14.0,97,1.75,1
243,0.0,75,14.0,19,1.75,1
243,1.0,204,14.0,59,1.75,1
244,0.0,54,0.0,162,0.0,1
244,0.0,60,0.0,32,0.0,1
245,0.0,1,0.0,1625,0.0,1
245,0.0,63,0.0,260,0.0,1
245,0.0,74,0.0,8,0.0,2
246,0.0,54,0.0,162,0.0,1
246,0.0,57,0.0,154,0.0,1
246,0.0,59,0.0,79,0.0,1
246,0.0,63,0.0,260,0.0,1
246,0.0,67,0.0,46,0.0,1
247,0.0,37,0.0,524,0.0,1
247,0.0,54,0.0,162,0.0,1
248,0.0,63,0.0,260,0.0,1
249,0.0,59,0.0,79,0.0,1
250,38.0,34,58.0,662,9.666666666666666,3
250,3.0,37,58.0,524,9.666666666666666,1
250,10.0,63,58.0,260,9.666666666666666,2
250,7.0,204,58.0,59,9.666666666666666,1
251,0.0,3,0.0,1379,0.0,1
251,0.0,25,0.0,881,0.0,2
251,0.0,32,0.0,871,0.0,1
251,0.0,37,0.0,524,0.0,1
251,0.0,64,0.0,97,0.0,1
252,11.0,58,19.0,211,4.75,3
252,0.0,79,19.0,4,4.75,1
252,8.0,202,19.0,26,4.75,1
253,0.0,56,0.0,155,0.0,2
254,0.0,3,1.0,1379,0.3333333333333333,2
254,1.0,58,1.0,211,0.3333333333333333,1
255,31.0,32,31.0,871,15.5,2
256,0.0,63,0.0,260,0.0,1
256,0.0,66,0.0,562,0.0,1
256,0.0,70,0.0,8,0.0,1
256,0.0,78,0.0,5,0.0,1
256,0.0,204,0.0,59,0.0,1
257,0.0,37,0.0,524,0.0,1
257,0.0,67,0.0,46,0.0,1
258,0.0,37,0.0,524,0.0,1
258,0.0,57,0.0,154,0.0,1
258,0.0,182,0.0,58,0.0,1
259,0.0,37,0.0,524,0.0,1
259,0.0,68,0.0,5,0.0,1
259,0.0,79,0.0,4,0.0,1
260,0.0,63,0.0,260,0.0,1
260,0.0,66,0.0,562,0.0,1
261,0.0,37,0.0,524,0.0,1
262,0.0,1,13.0,1625,1.625,1
262,4.0,58,13.0,211,1.625,2
262,3.0,66,13.0,562,1.625,3
262,6.0,180,13.0,128,1.625,2
262,0.0,197,13.0,1,1.625,1
263,0.0,37,0.0,524,0.0,1
264,0.0,37,0.0,524,0.0,1
265,0.0,26,0.0,165,0.0,1
265,0.0,64,0.0,97,0.0,1
265,0.0,66,0.0,562,0.0,1
266,0.0,69,0.0,1,0.0,1
267,0.0,57,0.0,154,0.0,1
267,0.0,63,0.0,260,0.0,1
267,0.0,75,0.0,19,0.0,1
268,0.0,67,0.0,46,0.0,1
269,0.0,34,0.0,662,0.0,1
269,0.0,66,0.0,562,0.0,1
270,0.0,3,0.0,1379,0.0,1
270,0.0,34,0.0,662,0.0,1
270,0.0,64,0.0,97,0.0,1
270,0.0,66,0.0,562,0.0,1
270,0.0,79,0.0,4,0.0,1
271,0.0,71,0.0,1,0.0,1
271,0.0,182,0.0,58,0.0,1
272,0.0,25,0.0,881,0.0,1
273,0.0,25,0.0,881,0.0,1
273,0.0,72,0.0,3,0.0,1
274,0.0,63,0.0,260,0.0,1
274,0.0,72,0.0,3,0.0,1
275,0.0,3,0.5,1379,0.16666666666666666,1
275,0.0,34,0.5,662,0.16666666666666666,1
275,0.5,37,0.5,524,0.16666666666666666,2
275,0.0,182,0.5,58,0.16666666666666666,1
276,0.0,32,0.0,871,0.0,1
276,0.0,66,0.0,562,0.0,1
276,0.0,182,0.0,58,0.0,1
277,0.0,25,0.0,881,0.0,1
277,0.0,59,0.0,79,0.0,1
278,34.0,6,83.0,2140,5.928571428571429,3
278,0.0,25,83.0,881,5.928571428571429,1
278,0.0,26,83.0,165,5.928571428571429,1
278,23.0,37,83.0,524,5.928571428571429,1
278,2.0,57,83.0,154,5.928571428571429,2
278,0.0,59,83.0,79,5.928571428571429,1
278,0.0,66,83.0,562,5.928571428571429,1
278,0.0,78,83.0,5,5.928571428571429,1
278,1.0,81,83.0,11,5.928571428571429,1
278,21.0,82,83.0,71,5.928571428571429,2
278,0.0,167,83.0,134,5.928571428571429,1
278,0.0,172,83.0,231,5.928571428571429,1
278,2.0,176,83.0,121,5.928571428571429,3
278,0.0,181,83.0,41,5.928571428571429,1
279,0.0,3,0.0,1379,0.0,1
280,0.0,37,12.0,524,1.7142857142857142,2
280,0.0,63,12.0,260,1.7142857142857142,1
280,0.0,66,12.0,562,1.7142857142857142,1
280,0.0,80,12.0,55,1.7142857142857142,1
280,8.0,82,12.0,71,1.7142857142857142,2
280,0.0,83,12.0,1,1.7142857142857142,1
280,4.0,200,12.0,43,1.7142857142857142,1
281,0.0,182,0.0,58,0.0,1
282,0.0,3,0.0,1379,0.0,1
282,0.0,182,0.0,58,0.0,1
283,0.0,37,0.0,524,0.0,1
283,0.0,57,0.0,154,0.0,1
283,0.0,58,0.0,211,0.0,1
283,0.0,66,0.0,562,0.0,1
284,0.0,25,0.0,881,0.0,1
285,0.0,25,0.0,881,0.0,1
286,0.0,59,0.0,79,0.0,1
287,0.0,72,0.0,3,0.0,1
288,4.0,1,8.0,1625,2.6666666666666665,1
288,2.0,37,8.0,524,2.6666666666666665,1
288,2.0,67,8.0,46,2.6666666666666665,2
289,1.0,26,289.0,165,16.055555555555557,2
289,7.0,32,289.0,871,16.055555555555557,3
289,6.0,34,289.0,662,16.055555555555557,2
289,0.0,58,289.0,211,16.055555555555557,1
289,193.0,66,289.0,562,16.055555555555557,7
289,0.0,75,289.0,19,16.055555555555557,1
289,6.0,176,289.0,121,16.055555555555557,1
289,76.0,180,289.0,128,16.055555555555557,3
290,3.0,34,3.0,662,1.0,2
290,0.0,56,3.0,155,1.0,1
291,0.0,32,0.0,871,0.0,1
292,0.0,25,0.0,881,0.0,2
292,0.0,32,0.0,871,0.0,1
293,0.0,1,0.0,1625,0.0,2
293,0.0,32,0.0,871,0.0,3
293,0.0,34,0.0,662,0.0,1
293,0.0,180,0.0,128,0.0,2
293,0.0,183,0.0,93,0.0,1
293,0.0,191,0.0,77,0.0,1
294,0.0,3,1.0,1379,1.0,1
294,1.0,75,1.0,19,1.0,1
295,0.0,57,0.0,154,0.0,1
296,0.0,3,0.0,1379,0.0,1
296,0.0,26,0.0,165,0.0,1
296,0.0,66,0.0,562,0.0,1
296,0.0,75,0.0,19,0.0,1
296,0.0,84,0.0,1,0.0,1
297,0.0,64,0.0,97,0.0,1
298,1.0,57,2.0,154,0.5,1
298,0.0,63,2.0,260,0.5,1
298,1.0,80,2.0,55,0.5,2
299,0.0,74,0.0,8,0.0,1
300,0.0,76,0.0,2,0.0,2
301,0.0,63,0.0,260,0.0,1
302,0.0,32,0.0,871,0.0,1
303,0.0,3,0.0,1379,0.0,1
304,94.0,1,248.0,1625,24.8,5
304,5.0,183,248.0,93,24.8,2
304,78.0,187,248.0,87,24.8,3
304,69.0,191,248.0,77,24.8,2
304,2.0,194,248.0,14,24.8,1
305,12.0,1,29.0,1625,4.142857142857143,1
305,0.0,26,29.0,165,4.142857142857143,1
305,16.0,63,29.0,260,4.142857142857143,3
305,0.0,172,29.0,231,4.142857142857143,1
305,1.0,176,29.0,121,4.142857142857143,2
306,28.0,66,77.0,562,9.625,3
306,25.0,82,77.0,71,9.625,4
306,0.0,187,77.0,87,9.625,2
306,24.0,196,77.0,40,9.625,2
307,0.0,37,10.0,524,2.5,1
307,9.0,66,10.0,562,2.5,2
307,0.0,74,10.0,8,2.5,1
307,1.0,80,10.0,55,2.5,1
308,0.0,34,0.0,662,0.0,1
308,0.0,80,0.0,55,0.0,1
309,61.0,1,61.0,1625,12.2,2
309,0.0,25,61.0,881,12.2,1
309,0.0,58,61.0,211,12.2,1
309,0.0,172,61.0,231,12.2,1
309,0.0,176,61.0,121,12.2,1
310,0.0,32,0.0,871,0.0,1
310,0.0,176,0.0,121,0.0,1
311,0.0,80,0.0,55,0.0,1
312,4.0,1,8.0,1625,1.3333333333333333,1
312,0.0,58,8.0,211,1.3333333333333333,2
312,0.0,63,8.0,260,1.3333333333333333,1
312,0.0,66,8.0,562,1.3333333333333333,1
312,0.0,86,8.0,14,1.3333333333333333,1
312,0.0,167,8.0,134,1.3333333333333333,1
312,4.0,195,8.0,21,1.3333333333333333,1
313,0.0,34,0.0,662,0.0,1
313,0.0,57,0.0,154,0.0,1
314,0.0,32,7.0,871,1.4,1
314,5.0,34,7.0,662,1.4,1
314,2.0,63,7.0,260,1.4,1
314,0.0,77,7.0,8,1.4,1
314,0.0,80,7.0,55,1.4,1
314,0.0,86,7.0,14,1.4,1
315,0.0,34,0.0,662,0.0,1
316,0.0,63,0.0,260,0.0,1
317,4.0,32,13.0,871,2.6,2
317,0.0,37,13.0,524,2.6,2
317,0.0,66,13.0,562,2.6,1
317,9.0,180,13.0,128,2.6,1
317,0.0,201,13.0,3,2.6,1
318,0.0,58,0.0,211,0.0,1
319,0.0,63,0.0,260,0.0,1
320,0.0,1,11.0,1625,2.2,1
320,0.0,26,11.0,165,2.2,1
320,10.0,66,11.0,562,2.2,3
320,1.0,187,11.0,87,2.2,1
321,0.0,6,1.0,2140,0.16666666666666666,1
321,0.0,34,1.0,662,0.16666666666666666,1
321,1.0,63,1.0,260,0.16666666666666666,3
321,0.0,81,1.0,11,0.16666666666666666,1
321,0.0,187,1.0,87,0.16666666666666666,1
322,0.0,1,0.0,1625,0.0,2
322,0.0,11,0.0,152,0.0,1
322,0.0,26,0.0,165,0.0,1
322,0.0,66,0.0,562,0.0,1
323,0.0,63,0.0,260,0.0,1
324,0.0,34,0.0,662,0.0,1
324,0.0,63,0.0,260,0.0,1
325,0.0,34,0.0,662,0.0,1
326,0.0,34,0.0,662,0.0,1
326,0.0,180,0.0,128,0.0,1
327,88.0,25,89.0,881,22.25,3
327,1.0,37,89.0,524,22.25,1
328,178.0,25,360.0,881,40.0,4
328,25.0,37,360.0,524,40.0,1
328,58.0,66,360.0,562,40.0,3
328,99.0,196,360.0,40,40.0,2
329,0.0,37,0.0,524,0.0,2
329,0.0,200,0.0,43,0.0,1
