DriverID,Points,ConstructorID,TotalPoints,NumberOfDrivers,AveragePoints,NumberOfCollaborations
330,0.0,6,0.0,2140,0.0,1
330,0.0,80,0.0,55,0.0,1
330,0.0,81,0.0,11,0.0,1
330,0.0,198,0.0,11,0.0,1
330,0.0,199,0.0,9,0.0,1
330,0.0,200,0.0,43,0.0,1
331,0.0,63,0.0,260,0.0,1
332,5.0,58,5.0,211,5.0,1
333,0.0,6,6.0,2140,1.2,1
333,3.0,34,6.0,662,1.2,1
333,3.0,63,6.0,260,1.2,2
333,0.0,198,6.0,11,1.2,1
333,0.0,199,6.0,9,1.2,1
334,0.0,34,0.0,662,0.0,1
334,0.0,80,0.0,55,0.0,1
334,0.0,183,0.0,93,0.0,1
334,0.0,185,0.0,2,0.0,1
335,0.0,37,0.0,524,0.0,1
336,0.0,80,0.0,55,0.0,1
337,0.0,66,0.0,562,0.0,2
338,0.0,32,0.0,871,0.0,1
338,0.0,201,0.0,3,0.0,1
339,0.0,32,0.0,871,0.0,1
339,0.0,66,0.0,562,0.0,1
339,0.0,200,0.0,43,0.0,1
340,0.0,32,6.0,871,0.6,1
340,0.0,63,6.0,260,0.6,1
340,6.0,170,6.0,268,0.6,5
340,0.0,180,6.0,128,0.6,1
340,0.0,191,6.0,77,0.6,1
340,0.0,200,6.0,43,0.6,1
341,88.0,6,180.0,2140,13.846153846153847,4
341,32.0,11,180.0,152,13.846153846153847,2
341,19.0,26,180.0,165,13.846153846153847,1
341,6.0,32,180.0,871,13.846153846153847,1
341,5.0,63,180.0,260,13.846153846153847,3
341,6.0,66,180.0,562,13.846153846153847,1
341,19.0,167,180.0,134,13.846153846153847,1
341,4.0,170,180.0,268,13.846153846153847,1
341,1.0,187,180.0,87,13.846153846153847,1
342,0.0,37,0.0,524,0.0,1
342,0.0,200,0.0,43,0.0,1
343,0.0,66,0.0,562,0.0,2
343,0.0,180,0.0,128,0.0,1
344,0.0,63,0.0,260,0.0,2
345,6.0,6,71.0,2140,7.888888888888889,3
345,50.0,66,71.0,562,7.888888888888889,4
345,15.0,167,71.0,134,7.888888888888889,1
345,0.0,172,71.0,231,7.888888888888889,2
345,0.0,176,71.0,121,7.888888888888889,1
346,0.0,37,68.0,524,6.8,1
346,19.0,66,68.0,562,6.8,1
346,9.0,167,68.0,134,6.8,3
346,0.0,172,68.0,231,6.8,1
346,1.0,176,68.0,121,6.8,3
346,27.0,180,68.0,128,6.8,2
346,12.0,181,68.0,41,6.8,3
346,0.0,183,68.0,93,6.8,1
347,0.0,1,39.0,1625,2.4375,1
347,2.0,11,39.0,152,2.4375,1
347,17.0,66,39.0,562,2.4375,3
347,6.0,95,39.0,84,2.4375,2
347,0.0,105,39.0,436,2.4375,3
347,4.0,167,39.0,134,2.4375,3
347,8.0,170,39.0,268,2.4375,2
347,0.0,180,39.0,128,2.4375,1
347,0.0,181,39.0,41,2.4375,1
347,1.0,183,39.0,93,2.4375,3
347,0.0,187,39.0,87,2.4375,1
347,1.0,194,39.0,14,2.4375,1
348,0.0,200,0.0,43,0.0,1
349,0.0,200,0.0,43,0.0,1
350,0.0,66,8.0,562,2.6666666666666665,1
350,0.0,167,8.0,134,2.6666666666666665,1
350,3.0,187,8.0,87,2.6666666666666665,1
350,5.0,195,8.0,21,2.6666666666666665,1
351,0.0,85,3.0,6,0.6,2
351,1.0,182,3.0,58,0.6,1
351,2.0,191,3.0,77,0.6,1
351,0.0,193,3.0,1,0.6,1
352,0.0,66,0.0,562,0.0,3
353,0.0,32,0.0,871,0.0,2
353,0.0,171,0.0,6,0.0,1
353,0.0,180,0.0,128,0.0,2
354,0.0,34,0.0,662,0.0,1
355,0.0,66,0.0,562,0.0,1
356,45.0,34,261.0,662,16.3125,3
356,3.0,87,261.0,103,16.3125,3
356,0.0,105,261.0,436,16.3125,1
356,81.0,170,261.0,268,16.3125,3
356,3.0,172,261.0,231,16.3125,2
356,14.0,182,261.0,58,16.3125,1
356,20.0,183,261.0,93,16.3125,2
356,95.0,191,261.0,77,16.3125,3
357,2.0,32,2.0,871,1.0,1
357,0.0,180,2.0,128,1.0,1
358,45.0,32,109.0,871,15.571428571428571,1
358,30.0,167,109.0,134,15.571428571428571,2
358,4.0,170,109.0,268,15.571428571428571,1
358,22.0,180,109.0,128,15.571428571428571,1
358,0.0,181,109.0,41,15.571428571428571,1
358,8.0,191,109.0,77,15.571428571428571,1
359,2.0,37,9.0,524,2.25,1
359,0.0,82,9.0,71,2.25,1
359,0.0,195,9.0,21,2.25,1
359,7.0,196,9.0,40,2.25,2
360,0.0,1,196.5,1625,15.115384615384615,1
360,0.0,87,196.5,103,15.115384615384615,1
360,136.5,170,196.5,268,15.115384615384615,7
360,56.0,187,196.5,87,15.115384615384615,4
360,1.0,188,196.5,2,15.115384615384615,1
360,0.0,190,196.5,21,15.115384615384615,1
360,3.0,194,196.5,14,15.115384615384615,1
361,4.0,66,20.0,562,5.0,2
361,0.0,86,20.0,14,5.0,1
361,0.0,176,20.0,121,5.0,1
361,16.0,182,20.0,58,5.0,1
362,0.0,34,0.0,662,0.0,1
362,0.0,51,0.0,244,0.0,2
362,0.0,191,0.0,77,0.0,1
363,3.0,6,3.0,2140,3.0,1
364,13.0,6,133.0,2140,12.090909090909092,1
364,19.0,34,133.0,662,12.090909090909092,1
364,0.0,66,133.0,562,12.090909090909092,1
364,36.0,95,133.0,84,12.090909090909092,2
364,0.0,176,133.0,121,12.090909090909092,1
364,44.0,183,133.0,93,12.090909090909092,2
364,4.0,187,133.0,87,12.090909090909092,2
364,4.0,189,133.0,13,12.090909090909092,2
364,13.0,190,133.0,21,12.090909090909092,3
364,0.0,191,133.0,77,12.090909090909092,1
365,0.0,26,0.0,165,0.0,2
365,0.0,37,0.0,524,0.0,1
366,0.0,34,0.0,662,0.0,1
367,0.0,66,0.0,562,0.0,1
368,0.0,89,0.0,4,0.0,2
368,0.0,172,0.0,231,0.0,1
368,0.0,184,0.0,2,0.0,1
368,0.0,185,0.0,2,0.0,1
368,0.0,191,0.0,77,0.0,1
369,0.0,170,0.0,268,0.0,1
369,0.0,187,0.0,87,0.0,1
370,6.0,66,11.0,562,2.2,2
370,0.0,167,11.0,134,2.2,1
370,2.0,176,11.0,121,2.2,1
370,3.0,180,11.0,128,2.2,1
371,0.0,189,0.0,13,0.0,2
372,0.0,183,0.0,93,0.0,1
373,8.0,32,274.0,871,30.444444444444443,1
373,207.0,172,274.0,231,30.444444444444443,7
373,9.0,176,274.0,121,30.444444444444443,2
373,50.0,180,274.0,128,30.444444444444443,2
374,9.0,66,27.0,562,4.5,2
374,14.0,172,27.0,231,4.5,3
374,4.0,176,27.0,121,4.5,1
375,11.0,6,17.0,2140,2.8333333333333335,5
375,0.0,190,17.0,21,2.8333333333333335,1
375,6.0,195,17.0,21,2.8333333333333335,1
376,0.0,26,6.0,165,0.8571428571428571,1
376,0.0,66,6.0,562,0.8571428571428571,1
376,0.0,99,6.0,11,0.8571428571428571,1
376,0.0,100,6.0,1,0.8571428571428571,1
376,1.0,170,6.0,268,0.8571428571428571,2
376,0.0,172,6.0,231,0.8571428571428571,2
376,5.0,195,6.0,21,0.8571428571428571,1
377,0.0,11,0.0,152,0.0,1
377,0.0,82,0.0,71,0.0,1
378,0.0,195,0.0,21,0.0,1
379,0.0,90,0.0,2,0.0,1
379,0.0,191,0.0,77,0.0,1
380,0.0,66,0.0,562,0.0,1
380,0.0,181,0.0,41,0.0,1
380,0.0,182,0.0,58,0.0,1
381,0.0,66,0.0,562,0.0,1
382,0.0,66,0.0,562,0.0,1
382,0.0,167,0.0,134,0.0,1
382,0.0,172,0.0,231,0.0,2
382,0.0,176,0.0,121,0.0,1
382,0.0,180,0.0,128,0.0,2
383,0.0,26,8.0,165,1.6,1
383,8.0,183,8.0,93,1.6,4
384,0.0,183,0.0,93,0.0,1
385,56.0,6,58.0,2140,8.285714285714286,6
385,2.0,66,58.0,562,8.285714285714286,1
385,0.0,167,58.0,134,8.285714285714286,1
386,24.0,6,107.0,2140,13.375,2
386,14.0,11,107.0,152,13.375,2
386,67.0,66,107.0,562,13.375,3
386,0.0,106,107.0,9,13.375,1
386,2.0,167,107.0,134,13.375,1
386,0.0,189,107.0,13,13.375,1
387,14.0,6,14.0,2140,4.666666666666667,2
387,0.0,123,14.0,1,4.666666666666667,1
388,2.0,66,2.0,562,1.0,1
388,0.0,176,2.0,121,1.0,1
388,0.0,183,2.0,93,1.0,1
389,0.0,167,1.0,134,0.5,2
389,1.0,191,1.0,77,0.5,1
390,0.0,167,0.0,134,0.0,1
390,0.0,182,0.0,58,0.0,1
391,0.0,90,0.0,2,0.0,1
392,0.0,176,0.0,121,0.0,1
393,0.0,170,0.0,268,0.0,1
394,14.0,6,14.0,2140,2.0,3
394,0.0,54,14.0,162,2.0,1
394,0.0,66,14.0,562,2.0,1
394,0.0,180,14.0,128,2.0,1
394,0.0,183,14.0,93,2.0,1
395,0.0,6,0.0,2140,0.0,1
396,0.0,6,3.0,2140,1.5,1
396,3.0,66,3.0,562,1.5,1
396,0.0,176,3.0,121,1.5,1
396,0.0,189,3.0,13,1.5,1
396,0.0,190,3.0,21,1.5,1
397,0.0,32,12.0,871,3.0,1
397,12.0,172,12.0,231,3.0,3
397,0.0,176,12.0,121,3.0,1
398,0.0,66,0.0,562,0.0,1
398,0.0,170,0.0,268,0.0,1
399,0.0,170,1.0,268,0.5,1
399,1.0,181,1.0,41,0.5,1
400,0.0,192,0.0,2,0.0,1
401,0.0,91,8.0,1,1.3333333333333333,1
401,1.0,94,8.0,19,1.3333333333333333,1
401,0.0,170,8.0,268,1.3333333333333333,1
401,7.0,172,8.0,231,1.3333333333333333,3
401,0.0,176,8.0,121,1.3333333333333333,1
402,0.0,172,0.0,231,0.0,2
402,0.0,181,0.0,41,0.0,1
403,96.0,6,98.0,2140,12.25,5
403,0.0,54,98.0,162,12.25,1
403,0.0,105,98.0,436,12.25,1
403,2.0,170,98.0,268,12.25,2
403,0.0,176,98.0,121,12.25,1
403,0.0,189,98.0,13,12.25,1
404,23.0,32,47.0,871,5.875,2
404,0.0,66,47.0,562,5.875,1
404,10.0,94,47.0,19,5.875,2
404,14.0,172,47.0,231,5.875,2
404,0.0,176,47.0,121,5.875,3
405,2.0,11,2.0,152,0.6666666666666666,3
406,0.0,172,0.0,231,0.0,1
406,0.0,182,0.0,58,0.0,1
407,0.0,34,0.0,662,0.0,1
407,0.0,182,0.0,58,0.0,1
408,4.0,66,26.0,562,5.2,1
408,22.0,170,26.0,268,5.2,2
408,0.0,172,26.0,231,5.2,1
408,0.0,176,26.0,121,5.2,1
409,0.0,167,0.0,134,0.0,1
409,0.0,186,0.0,2,0.0,1
410,1.0,172,1.0,231,0.3333333333333333,3
411,0.0,89,0.0,4,0.0,2
411,0.0,184,0.0,2,0.0,1
412,0.0,180,0.0,128,0.0,2
413,0.0,172,0.0,231,0.0,3
414,0.0,172,0.0,231,0.0,1
415,0.0,93,0.0,1,0.0,1
416,0.0,167,0.0,134,0.0,1
417,0.0,170,0.0,268,0.0,1
418,0.0,26,21.0,165,2.625,1
418,0.0,66,21.0,562,2.625,1
418,0.0,104,21.0,2,2.625,1
418,10.0,105,21.0,436,2.625,2
418,0.0,167,21.0,134,2.625,1
418,10.0,170,21.0,268,2.625,2
418,0.0,172,21.0,231,2.625,2
418,1.0,176,21.0,121,2.625,2
419,0.0,170,0.0,268,0.0,1
420,0.0,97,0.0,7,0.0,1
420,0.0,181,0.0,41,0.0,2
420,0.0,183,0.0,93,0.0,1
421,0.0,186,0.0,2,0.0,1
422,0.0,172,0.0,231,0.0,1
423,3.0,95,3.0,84,1.0,1
423,0.0,172,3.0,231,1.0,2
424,0.0,66,0.0,562,0.0,1
424,0.0,175,0.0,3,0.0,2
425,0.0,6,0.0,2140,0.0,1
425,0.0,95,0.0,84,0.0,1
425,0.0,172,0.0,231,0.0,1
425,0.0,175,0.0,3,0.0,1
426,0.0,66,0.0,562,0.0,1
427,33.33,6,72.33,2140,4.822,3
427,0.0,26,72.33,165,4.822,1
427,2.0,66,72.33,562,4.822,3
427,12.0,87,72.33,103,4.822,1
427,0.0,105,72.33,436,4.822,1
427,0.0,117,72.33,11,4.822,1
427,0.0,118,72.33,71,4.822,1
427,4.0,128,72.33,102,4.822,2
427,0.0,130,72.33,1,4.822,1
427,2.0,141,72.33,29,4.822,3
427,0.0,167,72.33,134,4.822,2
427,19.0,170,72.33,268,4.822,2
427,0.0,172,72.33,231,4.822,2
428,0.0,170,0.0,268,0.0,2
428,0.0,172,0.0,231,0.0,1
428,0.0,176,0.0,121,0.0,1
429,0.0,6,2.0,2140,0.2857142857142857,1
429,0.0,92,2.0,17,0.2857142857142857,1
429,0.0,99,2.0,11,0.2857142857142857,1
429,0.0,125,2.0,54,0.2857142857142857,1
429,2.0,128,2.0,102,0.2857142857142857,2
429,0.0,154,2.0,82,0.2857142857142857,1
429,0.0,172,2.0,231,0.2857142857142857,1
430,4.0,95,4.0,84,0.5,7
430,0.0,105,4.0,436,0.5,1
430,0.0,170,4.0,268,0.5,1
431,0.0,95,0.0,84,0.0,4
431,0.0,146,0.0,1,0.0,1
431,0.0,170,0.0,268,0.0,1
432,0.0,96,0.0,1,0.0,1
432,0.0,167,0.0,134,0.0,2
432,0.0,170,0.0,268,0.0,1
433,0.0,32,2.0,871,0.6666666666666666,1
433,0.0,170,2.0,268,0.6666666666666666,1
433,2.0,172,2.0,231,0.6666666666666666,2
434,0.0,170,0.0,268,0.0,2
434,0.0,176,0.0,121,0.0,1
434,0.0,181,0.0,41,0.0,1
435,7.0,6,7.0,2140,1.75,4
435,0.0,172,7.0,231,1.75,1
436,0.0,26,0.0,165,0.0,1
436,0.0,99,0.0,11,0.0,1
436,0.0,170,0.0,268,0.0,1
436,0.0,172,0.0,231,0.0,1
436,0.0,176,0.0,121,0.0,1
437,0.0,87,0.0,103,0.0,1
437,0.0,92,0.0,17,0.0,1
437,0.0,167,0.0,134,0.0,2
437,0.0,170,0.0,268,0.0,2
437,0.0,172,0.0,231,0.0,1
438,0.0,92,0.0,17,0.0,1
438,0.0,99,0.0,11,0.0,1
439,0.0,86,0.0,14,0.0,2
439,0.0,105,0.0,436,0.0,1
440,0.0,32,3.0,871,0.75,1
440,0.0,172,3.0,231,0.75,2
440,3.0,176,3.0,121,0.75,1
441,0.0,170,0.0,268,0.0,1
441,0.0,172,0.0,231,0.0,2
442,0.0,177,0.0,2,0.0,2
443,0.0,167,0.0,134,0.0,1
444,0.0,174,0.0,3,0.0,2
444,0.0,179,0.0,1,0.0,1
445,0.0,176,0.0,121,0.0,2
446,0.0,95,0.0,84,0.0,1
446,0.0,172,0.0,231,0.0,1
447,0.0,173,0.0,2,0.0,2
448,0.0,98,0.0,2,0.0,1
449,14.0,107,14.0,22,1.2727272727272727,2
449,0.0,110,14.0,15,1.2727272727272727,2
449,0.0,113,14.0,226,1.2727272727272727,4
449,0.0,114,14.0,39,1.2727272727272727,1
449,0.0,135,14.0,4,1.2727272727272727,1
449,0.0,139,14.0,5,1.2727272727272727,1
449,0.0,176,14.0,121,1.2727272727272727,1
450,0.0,98,0.0,2,0.0,1
451,0.0,170,0.0,268,0.0,1
452,0.0,172,0.0,231,0.0,1
453,0.0,66,3.0,562,1.5,1
453,0.0,87,3.0,103,1.5,1
453,3.0,170,3.0,268,1.5,2
454,4.0,6,4.0,2140,2.0,2
455,0.0,87,0.0,103,0.0,1
455,0.0,99,0.0,11,0.0,1
455,0.0,105,0.0,436,0.0,1
455,0.0,144,0.0,18,0.0,1
455,0.0,170,0.0,268,0.0,1
455,0.0,172,0.0,231,0.0,1
455,0.0,176,0.0,121,0.0,1
456,0.0,6,19.0,2140,1.7272727272727273,1
456,0.0,26,19.0,165,1.7272727272727273,1
456,0.0,66,19.0,562,1.7272727272727273,1
456,17.0,87,19.0,103,1.7272727272727273,2
456,0.0,105,19.0,436,1.7272727272727273,3
456,0.0,117,19.0,11,1.7272727272727273,2
456,0.0,118,19.0,71,1.7272727272727273,1
456,0.0,125,19.0,54,1.7272727272727273,1
456,0.0,167,19.0,134,1.7272727272727273,1
456,2.0,170,19.0,268,1.7272727272727273,2
457,0.0,95,0.0,84,0.0,1
458,0.0,95,0.0,84,0.0,1
459,0.0,66,0.0,562,0.0,1
459,0.0,87,0.0,103,0.0,2
459,0.0,172,0.0,231,0.0,1
460,0.0,66,0.0,562,0.0,1
460,0.0,172,0.0,231,0.0,2
461,0.0,95,0.0,84,0.0,1
461,0.0,176,0.0,121,0.0,1
462,0.0,95,0.0,84,0.0,1
462,0.0,167,0.0,134,0.0,1
463,0.0,172,0.0,231,0.0,1
464,0.0,172,0.0,231,0.0,1
464,0.0,176,0.0,121,0.0,1
465,0.0,97,0.0,7,0.0,2
465,0.0,167,0.0,134,0.0,1
465,0.0,170,0.0,268,0.0,1
465,0.0,172,0.0,231,0.0,1
466,0.0,95,0.0,84,0.0,1
467,0.0,172,0.0,231,0.0,2
468,0.0,170,0.0,268,0.0,1
468,0.0,172,0.0,231,0.0,1
469,0.0,172,0.0,231,0.0,1
470,0.0,170,0.0,268,0.0,1
471,0.0,66,0.0,562,0.0,1
472,0.0,178,0.0,1,0.0,1
473,0.0,172,0.0,231,0.0,1
474,0.0,172,0.0,231,0.0,1
475,19.0,32,186.5,871,16.954545454545453,1
475,7.5,66,186.5,562,16.954545454545453,1
475,8.0,87,186.5,103,16.954545454545453,2
475,0.0,102,186.5,2,16.954545454545453,1
475,33.0,105,186.5,436,16.954545454545453,3
475,57.0,118,186.5,71,16.954545454545453,2
475,0.0,125,186.5,54,16.954545454545453,2
475,23.0,131,186.5,354,16.954545454545453,1
475,0.0,133,186.5,47,16.954545454545453,2
475,0.0,151,186.5,13,16.954545454545453,1
475,18.0,170,186.5,268,16.954545454545453,2
475,21.0,172,186.5,231,16.954545454545453,1
476,56.0,6,56.0,2140,9.333333333333334,6
476,0.0,95,56.0,84,9.333333333333334,1
476,0.0,167,56.0,134,9.333333333333334,1
477,8.0,6,11.0,2140,2.75,2
477,3.0,32,11.0,871,2.75,1
477,0.0,105,11.0,436,2.75,1
477,0.0,172,11.0,231,2.75,1
478,0.0,66,10.0,562,1.25,1
478,1.0,95,10.0,84,1.25,2
478,0.0,105,10.0,436,1.25,2
478,9.0,131,10.0,354,1.25,2
478,0.0,144,10.0,18,1.25,1
478,0.0,167,10.0,134,1.25,1
479,27.0,6,75.0,2140,12.5,1
479,6.0,66,75.0,562,12.5,2
479,35.0,118,75.0,71,12.5,4
479,7.0,170,75.0,268,12.5,1
480,0.0,172,0.0,231,0.0,1
481,3.0,170,3.0,268,1.0,2
481,0.0,172,3.0,231,1.0,1
482,8.0,6,18.0,2140,3.6,4
482,0.0,99,18.0,11,3.6,1
482,10.0,170,18.0,268,3.6,1
482,0.0,172,18.0,231,3.6,1
483,0.0,6,1.0,2140,0.16666666666666666,1
483,1.0,105,1.0,436,0.16666666666666666,4
483,0.0,167,1.0,134,0.16666666666666666,1
483,0.0,170,1.0,268,0.16666666666666666,1
483,0.0,171,1.0,6,0.16666666666666666,1
483,0.0,174,1.0,3,0.16666666666666666,1
484,0.0,87,0.0,103,0.0,2
484,0.0,101,0.0,6,0.0,3
484,0.0,167,0.0,134,0.0,1
485,0.0,172,0.0,231,0.0,1
486,0.0,66,5.0,562,0.625,1
486,0.0,87,5.0,103,0.625,1
486,0.0,102,5.0,2,0.625,1
486,5.0,125,5.0,54,0.625,4
486,0.0,133,5.0,47,0.625,1
486,0.0,167,5.0,134,0.625,1
486,0.0,170,5.0,268,0.625,3
487,0.0,167,0.0,134,0.0,1
488,0.0,103,0.0,1,0.0,1
489,0.0,167,0.0,134,0.0,1
489,0.0,170,0.0,268,0.0,1
490,0.0,170,0.0,268,0.0,1
491,0.0,167,0.0,134,0.0,1
491,0.0,170,0.0,268,0.0,1
492,0.0,170,0.0,268,0.0,1
493,0.0,172,0.0,231,0.0,1
494,0.0,107,0.0,22,0.0,1
494,0.0,172,0.0,231,0.0,1
495,0.0,172,0.0,231,0.0,1
496,6.0,105,9.0,436,1.2857142857142858,5
496,0.0,128,9.0,102,1.2857142857142858,1
496,3.0,167,9.0,134,1.2857142857142858,1
497,0.0,32,0.0,871,0.0,1
498,56.64,6,77.64,2140,8.626666666666667,5
498,21.0,105,77.64,436,8.626666666666667,4
498,0.0,118,77.64,71,8.626666666666667,1
498,0.0,154,77.64,82,8.626666666666667,1
499,0.0,167,0.0,134,0.0,1
500,0.0,105,0.0,436,0.0,1
500,0.0,171,0.0,6,0.0,1
501,0.0,6,32.0,2140,2.909090909090909,1
501,19.0,66,32.0,562,2.909090909090909,2
501,0.0,87,32.0,103,2.909090909090909,1
501,10.0,105,32.0,436,2.909090909090909,7
501,3.0,118,32.0,71,2.909090909090909,2
501,0.0,128,32.0,102,2.909090909090909,1
501,0.0,154,32.0,82,2.909090909090909,1
501,0.0,170,32.0,268,2.909090909090909,2
502,0.0,32,0.0,871,0.0,3
503,0.0,105,0.0,436,0.0,1
504,0.0,105,0.0,436,0.0,1
505,0.0,169,0.0,3,0.0,1
505,0.0,170,0.0,268,0.0,1
506,0.0,32,0.0,871,0.0,1
506,0.0,105,0.0,436,0.0,2
506,0.0,170,0.0,268,0.0,1
507,0.0,106,0.0,9,0.0,1
507,0.0,170,0.0,268,0.0,1
508,0.0,106,0.0,9,0.0,1
508,0.0,170,0.0,268,0.0,1
509,14.0,107,29.0,22,2.9,2
509,9.0,108,29.0,17,2.9,3
509,6.0,113,29.0,226,2.9,4
509,0.0,160,29.0,1,2.9,1
510,6.0,108,6.0,17,2.0,2
510,0.0,113,6.0,226,2.0,1
511,3.0,109,3.0,7,1.5,2
512,7.0,110,10.0,15,1.25,2
512,0.0,113,10.0,226,1.25,2
512,3.0,114,10.0,39,1.25,3
512,0.0,138,10.0,4,1.25,1
512,0.0,143,10.0,1,1.25,1
513,1.0,111,1.0,6,0.1111111111111111,3
513,0.0,113,1.0,226,0.1111111111111111,4
513,0.0,114,1.0,39,0.1111111111111111,1
513,0.0,135,1.0,4,0.1111111111111111,1
514,0.0,109,0.0,7,0.0,1
514,0.0,112,0.0,2,0.0,1
514,0.0,113,0.0,226,0.0,2
